iter	RMSE
539	3.673199007e-06
540	3.570637482e-06
541	3.550621439e-06
542	3.530159579e-06
543	3.433396323e-06
544	3.358945219e-06
545	3.338971465e-06
546	3.233625306e-06
547	3.145659868e-06
548	3.079077019e-06
549	2.977617361e-06
550	2.961349001e-06
551	2.864350017e-06
552	2.78617711e-06
553	2.728308617e-06
554	2.644836318e-06
555	2.57633114e-06
556	2.516602313e-06
557	2.48630308e-06
558	2.430165414e-06
559	2.40562717e-06
560	2.382576352e-06
561	2.333715236e-06
562	2.306899582e-06
563	2.249687702e-06
564	2.174792036e-06
565	2.10938306e-06
566	2.084483249e-06
567	2.02495878e-06
568	2.007174928e-06
569	1.966984545e-06
570	1.898086228e-06
571	1.838946778e-06
572	1.782158821e-06
573	1.753440441e-06
574	1.683947383e-06
575	1.666462487e-06
576	1.628327977e-06
577	1.591175806e-06
578	1.560159416e-06
579	1.525488888e-06
580	1.469208405e-06
581	1.43032923e-06
582	1.396947585e-06
583	1.35892657e-06
584	1.321029014e-06
585	1.28742077e-06
586	1.255630981e-06
587	1.226611216e-06
588	1.197927296e-06
589	1.169149292e-06
590	1.130023659e-06
591	1.089261463e-06
592	1.059575111e-06
593	1.027242621e-06
594	1.00023339e-06
595	9.750565122e-07
596	9.402315441e-07
597	9.060723639e-07
598	8.732301285e-07
599	8.506169005e-07
600	8.265961467e-07
601	8.058764736e-07
602	7.862887875e-07
603	7.558031806e-07
604	7.418476687e-07
605	7.218671881e-07
606	7.049110616e-07
607	6.884754146e-07
608	6.732918848e-07
609	6.654938153e-07
610	6.470114356e-07
611	6.226963968e-07
612	6.060633102e-07
613	5.841410416e-07
614	5.618924067e-07
615	5.48887072e-07
616	5.292948539e-07
617	5.17230393e-07
618	4.997861726e-07
619	4.885962616e-07
620	4.779857167e-07
621	4.587631979e-07
622	4.48813025e-07
623	4.31800746e-07
624	4.154865923e-07
625	4.071694694e-07
626	3.985015207e-07
627	3.961047719e-07
628	3.843582001e-07
629	3.819685021e-07
630	3.77022675e-07
631	3.658393711e-07
632	3.600453788e-07
633	3.58066382e-07
634	3.535625854e-07
635	3.460298528e-07
636	3.363348193e-07
637	3.295321557e-07
638	3.250336433e-07
639	3.222019129e-07
640	3.128607943e-07
641	3.043890457e-07
642	2.978331449e-07
643	2.916190938e-07
644	2.900484909e-07
645	2.88562401e-07
646	2.850122658e-07
647	2.780415759e-07
648	2.718192069e-07
649	2.659211198e-07
650	2.575032373e-07
651	2.49746763e-07
652	2.442593887e-07
653	2.392131434e-07
654	2.345561621e-07
655	2.315966781e-07
656	2.242866006e-07
657	2.178321492e-07
658	2.136970545e-07
659	2.100383793e-07
660	2.02038785e-07
661	1.949517631e-07
662	1.911972904e-07
663	1.866823715e-07
664	1.856748526e-07
665	1.797415517e-07
666	1.788062624e-07
667	1.75468842e-07
668	1.687051828e-07
669	1.678033951e-07
670	1.615059785e-07
671	1.555594216e-07
672	1.50682528e-07
673	1.471419431e-07
674	1.461797753e-07
675	1.428504462e-07
676	1.421292964e-07
677	1.374306253e-07
678	1.343844259e-07
679	1.308059436e-07
680	1.301301549e-07
681	1.29355452e-07
682	1.258500828e-07
683	1.25231575e-07
684	1.221965334e-07
685	1.186230164e-07
686	1.1546136e-07
687	1.140243017e-07
688	1.110547906e-07
689	1.097232929e-07
690	1.059865367e-07
691	1.024480055e-07
692	9.90961944e-08
693	9.814005892e-08
694	9.562624402e-08
695	9.286943048e-08
696	9.12563489e-08
697	8.75576113e-08
698	8.528327819e-08
699	8.253958335e-08
700	7.952273778e-08
701	7.682109357e-08
702	7.410571992e-08
703	7.198684786e-08
704	6.967223649e-08
705	6.790453168e-08
706	6.722253824e-08
707	6.512837784e-08
708	6.401896086e-08
709	6.163350573e-08
710	6.102072558e-08
711	5.933575349e-08
712	5.878341714e-08
713	5.689187526e-08
714	5.637515456e-08
715	5.443110452e-08
716	5.263052436e-08
717	5.142387601e-08
718	5.00628962e-08
719	4.846678488e-08
720	4.705680956e-08
721	4.545051827e-08
722	4.502731262e-08
723	4.37950395e-08
724	4.340430403e-08
725	4.216191266e-08
726	4.097382506e-08
727	3.954684621e-08
728	3.856338027e-08
729	3.723988482e-08
730	3.637685446e-08
731	3.514310054e-08
732	3.428193781e-08
733	3.323755565e-08
734	3.179131479e-08
735	3.054483932e-08
736	2.981850864e-08
737	2.923647686e-08
738	2.854807836e-08
739	2.764560279e-08
740	2.746895442e-08
741	2.730922015e-08
742	2.651458523e-08
743	2.635656052e-08
744	2.621421453e-08
745	2.545347151e-08
746	2.531189007e-08
747	2.45568178e-08
748	2.443231012e-08
749	2.385578623e-08
750	2.306970479e-08
751	2.276685493e-08
752	2.265012255e-08
753	2.192182805e-08
754	2.105922434e-08
755	2.044986218e-08
756	1.980699482e-08
757	1.954853232e-08
758	1.903789617e-08
759	1.851738858e-08
760	1.797216268e-08
761	1.745291646e-08
762	1.723246259e-08
763	1.660440503e-08
764	1.599106884e-08
765	1.579153903e-08
766	1.532189521e-08
767	1.487538293e-08
768	1.428151985e-08
769	1.379060258e-08
770	1.358319997e-08
771	1.307766424e-08
772	1.290742968e-08
773	1.274496653e-08
774	1.229938238e-08
775	1.182154924e-08
776	1.144969568e-08
777	1.117395166e-08
778	1.078357837e-08
779	1.041631639e-08
780	1.011151922e-08
781	9.822108979e-09
782	9.547227752e-09
783	9.286079713e-09
784	8.900859546e-09
785	8.590026747e-09
786	8.300159994e-09
787	8.0561554e-09
788	7.731828203e-09
789	7.526450626e-09
790	7.177922382e-09
791	6.941493213e-09
792	6.767589662e-09
793	6.681145032e-09
794	6.468841002e-09
795	6.387115066e-09
796	6.165437479e-09
797	6.091042232e-09
798	5.930551695e-09
799	5.712424951e-09
800	5.578560857e-09
801	5.367847236e-09
802	5.237812092e-09
803	5.046383938e-09
804	4.956389429e-09
805	4.858154643e-09
806	4.699840957e-09
807	4.550870386e-09
808	4.431379984e-09
809	4.360309486e-09
810	4.247376587e-09
811	4.093451919e-09
812	3.974336364e-09
813	3.865174667e-09
814	3.718193111e-09
815	3.587810875e-09
816	3.544113483e-09
817	3.415980182e-09
818	3.379087061e-09
819	3.274348116e-09
820	3.167548118e-09
821	3.031746481e-09
822	2.92871933e-09
823	2.809704632e-09
824	2.745969083e-09
825	2.640766686e-09
826	2.562653971e-09
827	2.488681749e-09
828	2.418379391e-09
829	2.359055991e-09
830	2.299471552e-09
831	2.226634034e-09
832	2.152539003e-09
833	2.103780979e-09
834	2.032498051e-09
835	1.999865228e-09
836	1.944858047e-09
837	1.881368839e-09
838	1.824428717e-09
839	1.766443531e-09
840	1.720642661e-09
841	1.699020465e-09
842	1.641968092e-09
843	1.607198678e-09
844	1.551954643e-09
845	1.509909537e-09
846	1.489285531e-09
847	1.456626874e-09
848	1.442669806e-09
849	1.394029915e-09
850	1.352877519e-09
